video_id,Deutschland,USA,Kanada,Großbritannien,total
nzPydUKUqzg,1.0,0.0,0.0,0.0,1.0
f5Aj1Ayjyic,2.0,0.0,0.0,0.0,2.0
ThbH-zI6ofk,2.0,0.0,0.0,0.0,2.0
ekwpkpLg3gQ,3.0,0.0,3.0,0.0,6.0
8P5SuCUc3Aw,2.0,0.0,2.0,0.0,4.0
KCdBKMF0W_g,2.0,0.0,0.0,0.0,2.0
gKQ6cNINhwM,1.0,0.0,0.0,0.0,1.0
wbhalciqPP8,2.0,0.0,0.0,0.0,2.0
Jak_PcasTNI,2.0,0.0,0.0,0.0,2.0
8x_RyUrQ0qI,3.0,0.0,0.0,0.0,3.0
HO3pl7Wtn-w,2.0,0.0,3.0,0.0,5.0
_afBcaDTP9g,1.0,0.0,0.0,0.0,1.0
v_SGXBZAAcA,2.0,0.0,0.0,0.0,2.0
pzpmpZz__u0,2.0,0.0,0.0,0.0,2.0
XWG0khgjtSw,2.0,0.0,0.0,0.0,2.0
-6xWRyTWpBI,1.0,0.0,0.0,0.0,1.0
zQeR7l6c_R8,2.0,0.0,0.0,0.0,2.0
8KfxGwZo-kM,1.0,0.0,3.0,0.0,4.0
iEXOm9aGsF8,2.0,0.0,0.0,0.0,2.0
Vm7Td9AnDcc,2.0,0.0,0.0,0.0,2.0
q-NrVPYa9Z0,1.0,0.0,0.0,0.0,1.0
Xpy-MohJLas,1.0,0.0,0.0,0.0,1.0
3_2sKvek42Y,1.0,0.0,0.0,0.0,1.0
bjDNH7bFP14,2.0,0.0,2.0,0.0,4.0
EIGsv5CG2ng,2.0,0.0,0.0,0.0,2.0
vZqdvu4xsl0,2.0,0.0,3.0,0.0,5.0
C4mLuMTaveQ,1.0,0.0,0.0,0.0,1.0
83Z3R9lHB4o,2.0,0.0,0.0,0.0,2.0
XIOszwoqhJ0,2.0,0.0,0.0,0.0,2.0
z4eonRfffRg,1.0,0.0,0.0,0.0,1.0
sQi9lHFXA8Y,1.0,0.0,0.0,0.0,1.0
bdH3nW8scp8,2.0,0.0,0.0,0.0,2.0
WoX3Pmpl5Kk,1.0,0.0,0.0,0.0,1.0
5F8howYeD3U,1.0,0.0,0.0,0.0,1.0
rFhhA1m1NKM,2.0,0.0,0.0,0.0,2.0
BAd3np0gZj8,2.0,0.0,0.0,0.0,2.0
CDj6g_XUgLE,1.0,0.0,0.0,0.0,1.0
4fZQaXhsvLM,1.0,0.0,0.0,0.0,1.0
A6qOcZv-vek,1.0,0.0,0.0,0.0,1.0
KpNCGKo5RRc,1.0,0.0,0.0,0.0,1.0
g8flUkb0pHw,1.0,0.0,0.0,0.0,1.0
z3x-20ho65c,2.0,0.0,0.0,0.0,2.0
LBm2opM2vIk,1.0,0.0,3.0,0.0,4.0
Uyv_rmR9bKQ,1.0,0.0,0.0,0.0,1.0
Qrxw7hp3oEY,1.0,0.0,0.0,0.0,1.0
kRNBN85dEF0,1.0,0.0,0.0,0.0,1.0
3zbm-3uWVVU,2.0,0.0,0.0,0.0,2.0
gLQaG3kqsck,1.0,0.0,0.0,0.0,1.0
0UkslcA0lQo,2.0,0.0,0.0,0.0,2.0
EC645f_ghFU,1.0,0.0,0.0,0.0,1.0
UzuEHHLbx_M,1.0,0.0,0.0,0.0,1.0
fwHYEY6sRU4,1.0,0.0,1.0,0.0,2.0
RNiMPzSOasQ,1.0,0.0,0.0,0.0,1.0
ZDeOZrLhQGk,1.0,0.0,0.0,0.0,1.0
HIRyuKcU2-E,1.0,0.0,0.0,0.0,1.0
hGZw9Mm3yIE,2.0,0.0,4.0,0.0,6.0
VUGaro-6sl4,1.0,0.0,0.0,0.0,1.0
RwokCE74vSc,1.0,0.0,1.0,0.0,2.0
QO2OjpTydJY,1.0,0.0,0.0,0.0,1.0
R4R2YhU4uTw,1.0,0.0,0.0,0.0,1.0
cehzUeT5c0k,1.0,0.0,0.0,0.0,1.0
K3HdFqSmaw8,1.0,0.0,0.0,0.0,1.0
42E8lqrpLnI,1.0,0.0,0.0,0.0,1.0
6Y65fxIRs8Q,1.0,7.0,6.0,12.0,26.0
84FACqcJxI8,1.0,0.0,2.0,0.0,3.0
nwDs1HB_fPg,1.0,0.0,0.0,0.0,1.0
55UsgtrCBHw,1.0,0.0,1.0,0.0,2.0
JcHRqlAM7yE,1.0,0.0,0.0,0.0,1.0
0By0af13XyA,1.0,0.0,1.0,0.0,2.0
PBToqyhkW9U,1.0,0.0,0.0,0.0,1.0
p4lh1h5hdFI,1.0,0.0,3.0,0.0,4.0
QAHPu92ucHI,1.0,0.0,0.0,0.0,1.0
dttTterRI3o,1.0,0.0,0.0,0.0,1.0
WwOJLfia8tY,1.0,0.0,0.0,0.0,1.0
RGcT2vOb-yc,2.0,0.0,0.0,0.0,2.0
nv3O7yr03sk,1.0,0.0,0.0,0.0,1.0
SgR7Brr1pc4,1.0,0.0,4.0,0.0,5.0
fQRGqUb6HOk,1.0,0.0,0.0,0.0,1.0
DoLyrHHOWaI,1.0,0.0,0.0,0.0,1.0
AJT3ZIHaxIg,1.0,0.0,0.0,0.0,1.0
0u45CfzgqKw,1.0,0.0,0.0,0.0,1.0
KHe8vsEpWGo,1.0,0.0,0.0,0.0,1.0
NIhxwrTIT7c,1.0,0.0,0.0,0.0,1.0
lQVKsPv6i3M,1.0,0.0,2.0,0.0,3.0
nk07eUgoaKs,1.0,0.0,0.0,0.0,1.0
-a8LF7gxMmk,1.0,0.0,0.0,0.0,1.0
A6Bzu-rqBk8,1.0,0.0,0.0,0.0,1.0
h86qezKXbZI,1.0,0.0,0.0,0.0,1.0
7YkN3KXI2PU,2.0,0.0,1.0,0.0,3.0
vE76lDTbkgM,1.0,0.0,0.0,0.0,1.0
gU492TPrm8g,3.0,0.0,1.0,0.0,4.0
NyOLCs7Lmcc,1.0,0.0,0.0,0.0,1.0
8jNz09S9Br4,1.0,0.0,0.0,0.0,1.0
y6F27MP61Xc,1.0,0.0,0.0,0.0,1.0
xYHfwjeBgpw,1.0,0.0,0.0,0.0,1.0
UxrhhUIOKZg,1.0,0.0,0.0,0.0,1.0
ZaJhonvTb_g,1.0,0.0,0.0,0.0,1.0
GQycI4sZhOk,1.0,0.0,0.0,0.0,1.0
TyfYN4u8lJM,1.0,0.0,0.0,0.0,1.0
YNoJMrbOrTk,1.0,0.0,0.0,0.0,1.0
5opJhrm8Lgk,2.0,0.0,0.0,0.0,2.0
wMmcp4BJIls,1.0,0.0,0.0,0.0,1.0
wpcxJ84Xzsw,1.0,0.0,0.0,0.0,1.0
0jUnmVyYErc,1.0,0.0,0.0,0.0,1.0
EW1z8b2lavQ,1.0,0.0,0.0,0.0,1.0
tTTDhZDTlLY,1.0,0.0,0.0,0.0,1.0
GH2Qn4hvCI0,1.0,0.0,1.0,0.0,2.0
CDLgaU52QDY,1.0,0.0,0.0,0.0,1.0
4aIL27_V1d4,1.0,0.0,0.0,0.0,1.0
bT_-HpbiFj0,1.0,0.0,0.0,0.0,1.0
yewi33vUjkI,1.0,0.0,0.0,0.0,1.0
qXgqbCd-KlQ,2.0,0.0,0.0,0.0,2.0
0ZBz_1PCpOw,1.0,0.0,0.0,0.0,1.0
tuqkky1aQPo,1.0,0.0,0.0,0.0,1.0
cFJ61V5j6LE,1.0,0.0,0.0,0.0,1.0
Hwm5g18nXtk,1.0,0.0,0.0,0.0,1.0
CHUDSR4DXvU,1.0,0.0,0.0,0.0,1.0
IxpUwp3qXeU,1.0,0.0,0.0,0.0,1.0
6D60TH7L8UE,4.0,0.0,0.0,0.0,4.0
H89WYT3KpNk,3.0,0.0,0.0,0.0,3.0
C_b2KvjXpJU,4.0,0.0,0.0,0.0,4.0
Kbg777rhMrA,1.0,0.0,1.0,0.0,2.0
3Eu7NzzHC84,3.0,0.0,4.0,0.0,7.0
Mi-goKcEwP4,3.0,0.0,0.0,0.0,3.0
_6UdFoxOl9U,4.0,0.0,0.0,0.0,4.0
laRc8kJKcuk,2.0,0.0,0.0,0.0,2.0
9nROfQnIzcI,3.0,0.0,0.0,0.0,3.0
tuDWJa5sZj4,2.0,0.0,0.0,0.0,2.0
LlGXq8xjUMY,1.0,0.0,0.0,0.0,1.0
87-3bE9ied4,3.0,0.0,0.0,0.0,3.0
ujY2XW8LGgQ,3.0,0.0,0.0,0.0,3.0
jmrSx9d2YZ8,2.0,0.0,0.0,0.0,2.0
-IXgzc41W3s,2.0,0.0,4.0,0.0,6.0
zIK1VL16M4Q,3.0,0.0,0.0,0.0,3.0
4vxeo_5h1YY,1.0,0.0,0.0,0.0,1.0
IezOWmPxREo,2.0,0.0,0.0,0.0,2.0
Lseb0xnZiK0,1.0,0.0,0.0,0.0,1.0
00a7AXFpwVo,2.0,0.0,0.0,0.0,2.0
5IEg6Im7qNE,2.0,0.0,0.0,0.0,2.0
jMGXqJfB_FA,2.0,0.0,0.0,0.0,2.0
CZhYBKyN7tc,2.0,0.0,0.0,0.0,2.0
qjQGTqjqp54,1.0,0.0,0.0,0.0,1.0
y8GTg8enwl0,2.0,0.0,0.0,0.0,2.0
583gc_l_Xso,1.0,0.0,0.0,0.0,1.0
ozbH1RpA3R4,3.0,0.0,0.0,0.0,3.0
vN8PhYfGFRY,1.0,0.0,0.0,0.0,1.0
Lu_X7twMVvg,1.0,0.0,0.0,0.0,1.0
C9wVy1VNXmU,4.0,0.0,0.0,0.0,4.0
tvPcAEeBawo,1.0,0.0,0.0,0.0,1.0
Dkvz7SzFO50,2.0,0.0,0.0,0.0,2.0
LnhNb4CsuDI,2.0,0.0,0.0,0.0,2.0
kCDFoNzQmDM,1.0,0.0,0.0,0.0,1.0
j3vEOJE0gOE,1.0,0.0,1.0,0.0,2.0
90YNJSV5hs4,1.0,0.0,0.0,0.0,1.0
TheDnv6uSaA,2.0,0.0,2.0,0.0,4.0
-22GevpL5wk,1.0,0.0,0.0,0.0,1.0
Te0rtcxXgS4,1.0,0.0,0.0,0.0,1.0
UZsA33T7w4c,1.0,0.0,0.0,0.0,1.0
DCPHOjLYUt8,1.0,0.0,0.0,0.0,1.0
6BJOyEo05Ac,1.0,0.0,0.0,0.0,1.0
NjYAuT9eI7M,1.0,0.0,0.0,0.0,1.0
y6_zw097rkk,1.0,0.0,0.0,0.0,1.0
RmHlakoz8aE,1.0,0.0,0.0,0.0,1.0
ko6gT1VfldU,1.0,0.0,0.0,0.0,1.0
wso9NSGwJ9U,1.0,0.0,0.0,0.0,1.0
XYNwve9NsN4,2.0,0.0,0.0,0.0,2.0
QWzaAnBEWaY,1.0,0.0,0.0,0.0,1.0
ycE-ezwu1lU,1.0,0.0,0.0,0.0,1.0
RakTXal29_8,2.0,0.0,0.0,0.0,2.0
1ngMChQW338,1.0,0.0,0.0,0.0,1.0
ST3cLfn5QaE,1.0,0.0,0.0,0.0,1.0
LcLj6fKot9w,1.0,0.0,0.0,0.0,1.0
b8DyexVkucM,2.0,0.0,0.0,0.0,2.0
d8s7AL2uzbQ,1.0,0.0,0.0,0.0,1.0
_DAbJgqF_T8,1.0,0.0,0.0,0.0,1.0
t09yZJL_NwQ,1.0,0.0,0.0,0.0,1.0
B-sQLRMTeHM,1.0,0.0,0.0,0.0,1.0
QF-hz5VAqv0,1.0,0.0,0.0,0.0,1.0
h4AklDGmX9Y,1.0,0.0,0.0,0.0,1.0
5VE0vIweV74,1.0,0.0,0.0,0.0,1.0
FBoAjdPQf8s,2.0,0.0,0.0,0.0,2.0
jOPjp0uT_Q4,1.0,0.0,0.0,0.0,1.0
hU8befNwif0,1.0,0.0,0.0,0.0,1.0
jjtaPHeJ3m8,1.0,0.0,0.0,0.0,1.0
E1cbZUVsMkQ,2.0,0.0,0.0,0.0,2.0
NWmU0gvnq8Q,1.0,0.0,0.0,0.0,1.0
uJ_fj1zSrnU,1.0,0.0,0.0,0.0,1.0
GtdgU8gYD2Y,1.0,0.0,0.0,0.0,1.0
75NICwO6_4I,2.0,0.0,0.0,0.0,2.0
T13i0hyvMrE,1.0,0.0,0.0,0.0,1.0
yfZ_rgm5aXc,1.0,0.0,0.0,0.0,1.0
8hmHicIRF-c,2.0,0.0,0.0,0.0,2.0
VZhNc0GoQYQ,1.0,0.0,0.0,0.0,1.0
99LMF9GXumY,1.0,0.0,0.0,0.0,1.0
x_zZKruEYP8,1.0,0.0,0.0,0.0,1.0
H0hHUVi1Oo4,2.0,0.0,0.0,0.0,2.0
pGMk-4-miQA,2.0,0.0,0.0,0.0,2.0
3V4JG7mGJro,2.0,0.0,0.0,0.0,2.0
NwaKjWkxp5Q,1.0,0.0,0.0,0.0,1.0
jFiq9wF4Ws4,1.0,0.0,0.0,0.0,1.0
FM6fT4wXLPs,1.0,0.0,0.0,0.0,1.0
tCVl8dLl77w,1.0,0.0,0.0,0.0,1.0
uZYdP1ynHmc,1.0,0.0,0.0,0.0,1.0
qqBOG1rPdpA,1.0,0.0,0.0,0.0,1.0
ZKyI0LvTVLo,1.0,0.0,0.0,0.0,1.0
AYRCFSq8_sY,2.0,0.0,0.0,0.0,2.0
WEZMqeZRxeQ,1.0,0.0,0.0,0.0,1.0
hsNIDAsntEY,1.0,0.0,0.0,0.0,1.0
y4lbH5jhTZA,3.0,0.0,0.0,0.0,3.0
ttJ2ZKgkWrg,1.0,0.0,0.0,0.0,1.0
llFgP93PfMo,1.0,0.0,0.0,0.0,1.0
CWZb8xa3tzg,1.0,0.0,0.0,0.0,1.0
9qVWDfUEhfg,1.0,0.0,0.0,0.0,1.0
3F_W2BKOJb4,1.0,0.0,1.0,0.0,2.0
679rysXdPIM,1.0,0.0,0.0,0.0,1.0
VHyQvTK685w,2.0,0.0,0.0,0.0,2.0
us8wkpwRaDI,1.0,0.0,0.0,0.0,1.0
a7Efkev5lBU,1.0,0.0,0.0,0.0,1.0
dppfqcpeYYQ,1.0,0.0,0.0,0.0,1.0
86Z9rv70rlE,1.0,0.0,0.0,0.0,1.0
3BxqYIlBeT4,1.0,0.0,0.0,0.0,1.0
XF0ef32axxI,1.0,0.0,0.0,0.0,1.0
2cF27AmR6_I,1.0,0.0,0.0,0.0,1.0
705sMUTwKjQ,1.0,0.0,0.0,0.0,1.0
jNhy4puSMxw,1.0,0.0,0.0,0.0,1.0
iHSuYgzEW48,1.0,0.0,0.0,0.0,1.0
OL5_MY2vHpk,1.0,0.0,0.0,0.0,1.0
Wvk9BjD0Q8g,2.0,0.0,0.0,0.0,2.0
1tiUGnUul-U,2.0,0.0,0.0,0.0,2.0
RN_0KW7ah1c,1.0,0.0,1.0,0.0,2.0
t-NhruYUt5A,1.0,0.0,0.0,0.0,1.0
wg0couCqPuA,1.0,0.0,0.0,0.0,1.0
RfdlXRzo6IM,1.0,0.0,0.0,0.0,1.0
VvpUP27lAAM,1.0,0.0,0.0,0.0,1.0
Bw-Ml0-uoPg,1.0,0.0,0.0,0.0,1.0
Z9ktkeOwMRU,1.0,0.0,0.0,0.0,1.0
fUf7r_B8rKw,1.0,0.0,0.0,0.0,1.0
TMCSJeUuZmI,1.0,0.0,0.0,0.0,1.0
UOaNd8YaF-s,1.0,0.0,0.0,0.0,1.0
aX43cvD_o54,1.0,0.0,0.0,0.0,1.0
sirrTXiPFmw,1.0,7.0,4.0,0.0,12.0
2-gFs7OT_Uw,1.0,0.0,0.0,0.0,1.0
206I7JBftlk,1.0,0.0,0.0,0.0,1.0
7n42MS7svxU,1.0,0.0,0.0,0.0,1.0
JPGEZvM7LMo,1.0,0.0,1.0,0.0,2.0
o-BNKbm4z3c,1.0,0.0,0.0,0.0,1.0
YWxzxlOfDlE,1.0,0.0,0.0,0.0,1.0
uE6EOt03bhQ,1.0,0.0,0.0,0.0,1.0
TeyhBDn8Dks,1.0,0.0,3.0,0.0,4.0
q_eM55hBGS8,1.0,0.0,0.0,0.0,1.0
B_oGYLIqPAA,1.0,0.0,0.0,0.0,1.0
LZfPJxCFW1Q,1.0,0.0,0.0,0.0,1.0
QfFnJyQ75n0,1.0,0.0,0.0,0.0,1.0
OnO2U-nwHYw,1.0,0.0,0.0,0.0,1.0
uKPytZ_umWQ,1.0,0.0,0.0,0.0,1.0
Ar12mx3gGdM,1.0,0.0,0.0,0.0,1.0
ofFYuMDu6wA,4.0,0.0,0.0,0.0,4.0
shpUE67cH-4,4.0,0.0,0.0,0.0,4.0
JEVtiDeHKdc,4.0,0.0,0.0,0.0,4.0
5aL06wxD4lI,2.0,0.0,0.0,0.0,2.0
Q5Wt0pd0cv4,3.0,0.0,0.0,0.0,3.0
ol3L2mqc3CU,1.0,0.0,0.0,0.0,1.0
Utf1zoJdWeY,2.0,0.0,0.0,0.0,2.0
n7vBorXBLtI,3.0,0.0,0.0,0.0,3.0
olouGtjIHoI,1.0,0.0,0.0,0.0,1.0
N0PDJ-GRZC0,2.0,0.0,0.0,0.0,2.0
YqKJn5wnjMQ,3.0,0.0,0.0,0.0,3.0
QD25BKCKd7Y,2.0,0.0,0.0,0.0,2.0
O9IQlNhN0Rg,3.0,0.0,0.0,0.0,3.0
DN8MS1lsIVY,3.0,0.0,0.0,0.0,3.0
ddQDBtoj0ds,2.0,0.0,0.0,0.0,2.0
vzgWjPFM9I8,2.0,0.0,0.0,0.0,2.0
TqR-6p7S_eE,2.0,0.0,0.0,0.0,2.0
9yK4Knm1GqM,1.0,0.0,0.0,0.0,1.0
HBScZ3eZz3I,1.0,0.0,0.0,0.0,1.0
8EUK_QeP_wY,1.0,0.0,0.0,0.0,1.0
8TKJMP-m2b8,2.0,0.0,0.0,0.0,2.0
02fRdleMSaA,2.0,0.0,6.0,0.0,8.0
0x_lTWfLoPc,1.0,0.0,0.0,0.0,1.0
tiyD31-nA9I,1.0,0.0,1.0,0.0,2.0
3pKFhbHpUuE,1.0,0.0,0.0,0.0,1.0
SEdMtNynM74,1.0,0.0,0.0,0.0,1.0
54H0HAJexVI,1.0,0.0,0.0,0.0,1.0
7lM9Bjtd1PE,1.0,0.0,0.0,0.0,1.0
LU7vHQHCIww,1.0,0.0,0.0,0.0,1.0
Yo2uJX3Jv4g,1.0,0.0,0.0,0.0,1.0
vzOJzFtjVQo,3.0,0.0,0.0,0.0,3.0
8i-O-iSMWtA,1.0,0.0,0.0,0.0,1.0
86rWVtVBvqU,1.0,0.0,0.0,0.0,1.0
Yt4oy2iVcSA,1.0,0.0,0.0,0.0,1.0
q0Ix9fBNO-8,1.0,0.0,0.0,0.0,1.0
EV0DtlWC62I,1.0,0.0,0.0,0.0,1.0
EQK9m_OBVgY,3.0,0.0,0.0,0.0,3.0
qlVAlCHnx5o,1.0,0.0,0.0,0.0,1.0
1bUf-5054U8,1.0,0.0,0.0,0.0,1.0
UrqcjYOzLSA,1.0,0.0,0.0,0.0,1.0
YURh7a8H3u0,1.0,0.0,0.0,0.0,1.0
AwbNLs5xJH8,2.0,0.0,0.0,0.0,2.0
xG0HmKgwo0c,1.0,0.0,3.0,10.0,14.0
S0nbOenwCLw,2.0,0.0,5.0,15.0,22.0
7M8EhuU8wsE,1.0,0.0,0.0,0.0,1.0
CqAY0Zq5Qhs,1.0,0.0,0.0,0.0,1.0
OWSC69_roQk,1.0,0.0,0.0,0.0,1.0
5uEgdKXH0Gw,3.0,0.0,0.0,0.0,3.0
uEg8azP-joo,1.0,0.0,0.0,0.0,1.0
F4gHnvM6eG0,1.0,0.0,0.0,0.0,1.0
u5f5h5-CeQY,1.0,0.0,0.0,0.0,1.0
cnq9astM4P8,1.0,0.0,0.0,0.0,1.0
EhyDTfL1200,1.0,0.0,0.0,0.0,1.0
4aSTpfW6NXM,2.0,0.0,0.0,0.0,2.0
8_xYGwSl4rU,1.0,0.0,0.0,0.0,1.0
K2T7LV4AaSc,2.0,0.0,0.0,0.0,2.0
AbeSRLSk_FE,1.0,0.0,0.0,0.0,1.0
4OOKTuDl1FI,1.0,0.0,0.0,0.0,1.0
zAxB9oj_l8o,1.0,0.0,0.0,0.0,1.0
swOymH-b80k,1.0,0.0,0.0,0.0,1.0
QjM827E4_k0,1.0,0.0,0.0,0.0,1.0
Vtbf0aMhk8c,1.0,0.0,0.0,0.0,1.0
uXZSlnc3xcs,1.0,0.0,0.0,0.0,1.0
kexmxqtGnjA,1.0,0.0,0.0,0.0,1.0
KpPMSHDglVg,4.0,0.0,0.0,0.0,4.0
vR-shMT_MFk,1.0,0.0,0.0,0.0,1.0
siSC2bwDawM,1.0,0.0,0.0,0.0,1.0
sTK0mCphvoQ,1.0,0.0,0.0,0.0,1.0
b6daiWoGNFs,1.0,0.0,0.0,0.0,1.0
RUUYMbKCBi4,1.0,0.0,0.0,0.0,1.0
K9bc8Kdlbm0,1.0,0.0,0.0,0.0,1.0
3_QhIRPLrSQ,1.0,0.0,0.0,0.0,1.0
UfhU0x_y_fA,1.0,0.0,0.0,0.0,1.0
4CotEzWnIE0,1.0,0.0,2.0,0.0,3.0
V7mCb1DU4m4,1.0,0.0,0.0,0.0,1.0
fLhYofZ1SLk,1.0,0.0,0.0,0.0,1.0
R0KVzbpJ_bE,2.0,0.0,0.0,0.0,2.0
C06kJwTKPvg,2.0,0.0,0.0,0.0,2.0
INXx7O1quNU,1.0,0.0,0.0,0.0,1.0
zAACapY1gSw,1.0,0.0,0.0,0.0,1.0
dG9U-b9un4E,1.0,0.0,0.0,0.0,1.0
lao9MtSI7pk,1.0,0.0,0.0,0.0,1.0
SpucNvK5wxk,1.0,0.0,0.0,0.0,1.0
rhptKjFI3Y4,1.0,0.0,0.0,0.0,1.0
ymIQpUU1aeo,1.0,0.0,0.0,0.0,1.0
C8A8K3v0rBU,1.0,0.0,0.0,0.0,1.0
9zXhm6rJn34,1.0,0.0,0.0,0.0,1.0
0qrYolLh2X8,1.0,0.0,0.0,0.0,1.0
LzrrHeGoQHY,1.0,0.0,0.0,0.0,1.0
2M_26XVAHzA,1.0,0.0,4.0,0.0,5.0
R983SSn0p4A,1.0,0.0,0.0,0.0,1.0
57YZ7cktFuE,1.0,0.0,1.0,0.0,2.0
lIVG6bq04wk,1.0,0.0,0.0,0.0,1.0
1Co30R_VpuU,1.0,0.0,0.0,0.0,1.0
KGpstSOjeOA,1.0,0.0,0.0,0.0,1.0
Km5Cjxp4954,1.0,0.0,0.0,0.0,1.0
cQujm56L6aU,1.0,0.0,0.0,0.0,1.0
hepDkCxHWH0,1.0,0.0,0.0,0.0,1.0
zWqA5ZUpdmg,1.0,0.0,0.0,0.0,1.0
RUF0_TTyqsc,1.0,0.0,0.0,0.0,1.0
jjSs9OBFFdg,1.0,0.0,0.0,0.0,1.0
zogvsiaAJJQ,1.0,0.0,0.0,0.0,1.0
M8A5HW4QTCg,1.0,0.0,0.0,0.0,1.0
GGvP6e56ja4,1.0,7.0,1.0,0.0,9.0
d7bQEvbc8IY,1.0,0.0,0.0,0.0,1.0
Mbp1twi_6Zg,1.0,0.0,0.0,0.0,1.0
5SfBUDoFEmI,1.0,0.0,0.0,0.0,1.0
h4zuWG-QA3A,1.0,0.0,0.0,0.0,1.0
zgZIzsx_GXA,1.0,0.0,2.0,0.0,3.0
g8ZHr3LYmBw,1.0,0.0,0.0,0.0,1.0
DFUdfDX17iU,2.0,0.0,0.0,0.0,2.0
c6Nx6nZTUgE,2.0,0.0,2.0,0.0,4.0
63TBlvO6Q0g,1.0,0.0,0.0,0.0,1.0
1EVOg27S3hs,2.0,0.0,4.0,0.0,6.0
v8nkar9Votg,1.0,0.0,0.0,0.0,1.0
dTta9D3uCh8,2.0,0.0,3.0,0.0,5.0
lS3wBE64Z28,1.0,0.0,0.0,0.0,1.0
6FXiMvsnpUE,2.0,0.0,0.0,0.0,2.0
_0Qfhz3a9W0,1.0,0.0,0.0,0.0,1.0
CdlJe5cDvao,1.0,0.0,0.0,0.0,1.0
cM_irK4d3CM,1.0,0.0,0.0,0.0,1.0
6ULddMkL2ZQ,1.0,0.0,1.0,0.0,2.0
Tk5-fhnDvl0,1.0,0.0,0.0,0.0,1.0
iqwN-z42q9M,1.0,0.0,0.0,0.0,1.0
-Fe4chV8sfg,1.0,0.0,0.0,0.0,1.0
sSnHRLLy3p0,1.0,0.0,0.0,0.0,1.0
6781x0TTSks,1.0,0.0,2.0,2.0,5.0
byva0hOj8CU,2.0,0.0,4.0,0.0,6.0
vSVl5NUvze0,1.0,0.0,0.0,0.0,1.0
3R_a-waj0sA,1.0,0.0,0.0,0.0,1.0
NcZAGL9KXFY,1.0,0.0,0.0,0.0,1.0
RQBuqBtxkCI,1.0,0.0,0.0,0.0,1.0
WFdNvy6Ar58,1.0,0.0,0.0,0.0,1.0
bZoRCOJErhU,1.0,0.0,0.0,0.0,1.0
4KXEtSipyMY,1.0,0.0,3.0,0.0,4.0
DzNFYa6ry6w,3.0,0.0,0.0,0.0,3.0
CKc8kV9ZI20,1.0,0.0,1.0,0.0,2.0
j96GAXekJAM,1.0,0.0,0.0,0.0,1.0
nVujf1xzGkg,1.0,0.0,0.0,0.0,1.0
0NF3G1hIHYw,1.0,0.0,0.0,0.0,1.0
MNbEGNDFxVM,1.0,0.0,0.0,0.0,1.0
RPvpQp3VvDM,1.0,0.0,0.0,0.0,1.0
zduPcHtHcto,1.0,0.0,0.0,0.0,1.0
JCxJlTXsm0c,1.0,0.0,0.0,0.0,1.0
hqjfI1elGI8,2.0,0.0,0.0,0.0,2.0
LiGzbsBoZfI,1.0,0.0,1.0,0.0,2.0
3ab85po4dkc,1.0,0.0,0.0,0.0,1.0
NEHzkXfj2aA,1.0,0.0,0.0,0.0,1.0
HL6ECWZ8G1s,1.0,6.0,3.0,0.0,10.0
5ucCA-4Q--w,4.0,0.0,6.0,0.0,10.0
0O3gGL6E-DI,3.0,0.0,0.0,0.0,3.0
IZr4OMSHz58,2.0,0.0,2.0,0.0,4.0
L-S2tOlC1-U,3.0,0.0,0.0,0.0,3.0
OwXF3pHhN8c,2.0,0.0,0.0,0.0,2.0
clQGvMBNmqs,3.0,0.0,5.0,0.0,8.0
N3Dlpky9ey8,3.0,0.0,6.0,0.0,9.0
3pOMju_sRfs,4.0,0.0,0.0,0.0,4.0
kWkrWuf59Ac,2.0,0.0,0.0,0.0,2.0
_KHgFaYFDnU,2.0,0.0,0.0,0.0,2.0
CSxaVoBXwNI,3.0,0.0,0.0,0.0,3.0
TN-SeVHyUmU,2.0,0.0,0.0,0.0,2.0
d-b3FWwPb34,1.0,0.0,0.0,0.0,1.0
_2LaN6Nc-HU,3.0,0.0,0.0,0.0,3.0
SQwcl5wyD8I,1.0,0.0,0.0,0.0,1.0
W4Da4dm8xgQ,1.0,0.0,0.0,0.0,1.0
3ZSR6xUHf-4,1.0,0.0,0.0,0.0,1.0
EK-Wt95-H2I,2.0,0.0,0.0,0.0,2.0
4ubwGb-vLA0,3.0,7.0,5.0,0.0,15.0
65YkqfX3bow,1.0,0.0,0.0,0.0,1.0
bzTo8KDw2xY,2.0,0.0,0.0,0.0,2.0
mC5VO9FkJPM,2.0,0.0,0.0,0.0,2.0
3NvAEEQhbPM,2.0,0.0,3.0,0.0,5.0
HNrCZ_IHxPE,2.0,0.0,0.0,0.0,2.0
hgs5SYgk_kY,2.0,0.0,0.0,0.0,2.0
Mf4wwXM2o_M,2.0,0.0,4.0,0.0,6.0
KPRxKBU7KpI,2.0,0.0,0.0,0.0,2.0
cNnfF3nw7R8,2.0,0.0,0.0,0.0,2.0
ORj6XREPODs,2.0,0.0,0.0,0.0,2.0
D8eQ-Q9xlPY,1.0,0.0,0.0,0.0,1.0
KMm8zpt7Tm8,2.0,0.0,0.0,0.0,2.0
At40Eq_UykM,2.0,0.0,0.0,0.0,2.0
T4m_Y_RrQIA,2.0,0.0,0.0,0.0,2.0
umHda4Z4yKU,2.0,0.0,0.0,0.0,2.0
FUlwKgkWoEE,2.0,0.0,0.0,0.0,2.0
O6RQpB8_rno,2.0,0.0,0.0,0.0,2.0
